APTB_ID,APTB_TABLE_PREFIX,APTB_TABLE_ID,LICENCE_NO,APTB_DESCRIPTION,APTB_CATEGORY,APTB_TEXT,APTB_ITEM
644213004,TCS,6875758,12169732/1,,SPCOND,"The system authorised by this licence must not cause harmful interference to, nor claim protection from, the system authorised by Licence 1192900/1 operating on Tx 148.6625 MHz / Tx 148.6625 MHz / Tx 148.6625 MHz / Tx 148.6625 MHz at ACMA Site 404429.",
644213005,TCS,6875758,12169732/1,,SPCOND,"The system authorised by this licence must not cause harmful interference to, nor claim protection from, the system authorised by Licence 152997/1 operating on Tx 148.6625 MHz at ACMA Site 14545.",
644213006,TCS,6875759,12169733/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
644213007,TCS,6875759,12169733/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
644213008,TCS,6875759,12169733/1,Conditions applicable to paging system stations,ADVNOTE,Conditions applicable to the operation of Paging System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLH
644213009,TCS,6875759,12169733/1,,SPCOND,"The system authorised by this licence must not cause harmful interference to, nor claim protection from, the system authorised by Licence 1192900/1 operating on Tx 148.6625 MHz / Tx 148.6625 MHz / Tx 148.6625 MHz / Tx 148.6625 MHz at ACMA Site 400324.",
644213010,TCS,6875759,12169733/1,,SPCOND,"The system authorised by this licence must not cause harmful interference to, nor claim protection from, the system authorised by Licence 152997/1 operating on Tx 148.6625 MHz at ACMA Site 14545.",
644214519,TCS,7116658,118569/2,Frequency band under review,ADVNOTE,This frequency band is currently under review to accommodate changes in technology. This review may lead to a requirement to change frequency or to cease transmission.,BL
644215861,TCS,7113425,10697814/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
644215862,TCS,7113425,10697814/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
644215863,TCS,7113425,10697814/2,Limits operation to within premises for containment of interference,SPCOND,This licence limits the operation of the service to within the premises at the location specified on the licence. Use of the service outside these boundaries is not permitted.,12
644215867,TCS,7113427,10697815/2,Limits operation to within premises for containment of interference,SPCOND,This licence limits the operation of the service to within the premises at the location specified on the licence. Use of the service outside these boundaries is not permitted.,12
644215868,TCS,7113427,10697815/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
644215869,TCS,7113427,10697815/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644217075,TCS,7222626,12276225/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644217076,TCS,7222626,12276225/1,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
644217077,TCS,7222626,12276225/1,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
644217149,TCS,7222646,12276373/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644217150,TCS,7222646,12276373/1,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
644217151,TCS,7222646,12276373/1,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
644217376,TCS,7195147,1432142/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
644217377,TCS,7195147,1432142/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
644218164,TCS,7198251,12167611/2,Conditions applicable to paging system stations,ADVNOTE,Conditions applicable to the operation of Paging System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLH
644218165,TCS,7198251,12167611/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
644218166,TCS,7198251,12167611/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
644220079,TCS,7311770,12307991/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644220080,TCS,7311770,12307991/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
644220241,TCS,7250199,10195651/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644220242,TCS,7250199,10195651/2,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644220245,TCS,7250201,10195652/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644220246,TCS,7250201,10195652/2,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644220800,TCS,7315381,12310827/1,Operate in the 400 MHz band with a different frequency split,ADVNOTE,This service is authorised to operate with a frequency split other than that prescribed by the 400 MHz Plan (Radiocommunication Assignment Licensing Instruction MS22).,400B
644220801,TCS,7315381,12310827/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644220802,TCS,7315381,12310827/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644224930,TCS,7401990,1943730/2,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644224931,TCS,7401990,1943730/2,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
644224932,TCS,7401990,1943730/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644224933,TCS,7401990,1943730/2,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
644224979,TCS,7401992,1943731/2,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
644224980,TCS,7401992,1943731/2,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644224981,TCS,7401992,1943731/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644224982,TCS,7401992,1943731/2,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
644224987,TCS,7401994,1943732/2,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
644224988,TCS,7401994,1943732/2,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644224989,TCS,7401994,1943732/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644224990,TCS,7401994,1943732/2,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
644224995,TCS,7401996,1943733/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644224996,TCS,7401996,1943733/2,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
644224997,TCS,7401996,1943733/2,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644224998,TCS,7401996,1943733/2,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
644227222,TCS,7543244,1223293/2,Limits operation to within premises for containment of interference,SPCOND,This licence limits the operation of the service to within the premises at the location specified on the licence. Use of the service outside these boundaries is not permitted.,12
644227223,TCS,7543244,1223293/2,No interference / no protection,SPCOND,No interference shall be caused to any Radiocommunication station or service and no protection from interference by such stations or services shall be afforded.,27
644227224,TCS,7543244,1223293/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
644227225,TCS,7543244,1223293/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
644227226,TCS,7543244,1223293/2,Interim arrangements for Paging sub-type licences (interior),SPCOND,"1.	The licensee must only communicate with the licensee's paging receivers or mobile stations; and 2.	The licensee, when using a low frequency inductive loop, must not cause interference to any Radiocommunications 	station or service and no protection from interference shall be afforded; and 3.	Emissions from interior paging transmitters must be confined, as far as practicable, to within the limited area to be 	served.",ZE19
644241256,TCS,7967598,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644241283,TCS,7954039,12691986/1,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
644241284,TCS,7954039,12691986/1,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
644241287,TCS,7954041,12691987/1,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
644241288,TCS,7954041,12691987/1,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
644241291,TCS,7954043,12691988/1,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
644241292,TCS,7954043,12691988/1,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
644241295,TCS,7954045,12691989/1,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
644241296,TCS,7954045,12691989/1,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
644241299,TCS,7954047,12691990/1,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
644241300,TCS,7954047,12691990/1,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
644241357,TCS,7954049,12691991/1,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
644241358,TCS,7954049,12691991/1,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
644241386,TCS,7967626,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644241405,TCS,7967402,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644241526,TCS,7967430,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644241575,TCS,7967682,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644241729,TCS,7967488,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644241830,TCS,7967514,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644241898,TCS,7967768,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644241943,TCS,7954005,12691938/1,Limits operation to within premises for containment of interference,SPCOND,This licence limits the operation of the service to within the premises at the location specified on the licence. Use of the service outside these boundaries is not permitted.,12
644241944,TCS,7954005,12691938/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
644241945,TCS,7954005,12691938/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644242016,TCS,7967576,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644243343,TCS,7871244,12635430/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
644243344,TCS,7871244,12635430/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644243347,TCS,7871247,12635431/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
644243348,TCS,7871247,12635431/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644243351,TCS,7871249,12635432/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
644243352,TCS,7871249,12635432/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644244256,TCS,7869972,12635324/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
644244257,TCS,7869972,12635324/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644245407,TCS,7968076,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644245643,TCS,7968098,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644245668,TCS,7968520,10070420/14,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644245677,TCS,7968746,10070420/14,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644245848,TCS,7878301,12637215/1,Frequency band under review,ADVNOTE,This frequency band is currently under review to accommodate changes in technology. This review may lead to a requirement to change frequency or to cease transmission.,BL
644245904,TCS,7968126,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644245911,TCS,7968310,10070420/14,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644245988,TCS,7878304,12637216/1,Frequency band under review,ADVNOTE,This frequency band is currently under review to accommodate changes in technology. This review may lead to a requirement to change frequency or to cease transmission.,BL
644245992,TCS,7878305,12637217/1,Frequency band under review,ADVNOTE,This frequency band is currently under review to accommodate changes in technology. This review may lead to a requirement to change frequency or to cease transmission.,BL
644245996,TCS,7878307,12637218/1,Frequency band under review,ADVNOTE,This frequency band is currently under review to accommodate changes in technology. This review may lead to a requirement to change frequency or to cease transmission.,BL
644246376,TCS,7968172,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644246557,TCS,7967948,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644246620,TCS,7968608,10070420/14,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644246828,TCS,7968392,10070420/14,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644247207,TCS,7968246,10070386/18,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644247356,TCS,7968452,10070420/14,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644247485,TCS,7903269,12651677/1,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
644247486,TCS,7903269,12651677/1,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
644248008,TCS,8031485,1463732/3,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
644248009,TCS,8031485,1463732/3,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
644248012,TCS,8033507,1433316/3,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644248013,TCS,8033507,1433316/3,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644248972,TCS,8028740,12716209/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
644248973,TCS,8028740,12716209/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644251806,TCS,8116459,10200645/2,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644251807,TCS,8116459,10200645/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644252542,TCS,8011962,12710343/1,Frequency band under review,ADVNOTE,This frequency band is currently under review to accommodate changes in technology. This review may lead to a requirement to change frequency or to cease transmission.,BL
644253132,TCS,8167039,1566637/2,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644253486,TCS,8163827,12775481/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
644253487,TCS,8163827,12775481/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
644253961,TCS,8220372,1159723/2,,SPCOND,Carrier Frequency : 191.500 MHz,
644253967,TCS,8220376,1159726/2,,SPCOND,Carrier Frequency : 599.500 MHz,
644254066,TCS,8220397,1160358/2,,SPCOND,Carrier Frequency : 641.500 MHz,
644254169,TCS,8220407,1160264/2,,SPCOND,Carrier Frequency : 557.500 MHz,
644254280,TCS,8220420,1160387/2,,SPCOND,Carrier Frequency : 641.500 MHz,
