APTB_ID,APTB_TABLE_PREFIX,APTB_TABLE_ID,LICENCE_NO,APTB_DESCRIPTION,APTB_CATEGORY,APTB_TEXT,APTB_ITEM
638690015,TCS,893622,1938974/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638690016,TCS,893622,1938974/1,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
638690017,TCS,893622,1938974/1,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
638690024,TCS,912819,1968734/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638690025,TCS,912819,1968734/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638690026,TCS,912819,1968734/1,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
638690027,TCS,912819,1968734/1,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
638690065,TCS,1878201,1409456/2,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638690066,TCS,1878201,1409456/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638690154,TCS,734476,1233161/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638690155,TCS,734476,1233161/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
638690194,TCS,892204,1936362/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638690195,TCS,892204,1936362/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638690196,TCS,892204,1936362/1,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
638690197,TCS,892204,1936362/1,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
638690318,TCS,926645,1987801/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638690319,TCS,926645,1987801/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638690356,TCS,3480728,1216760/3,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638690357,TCS,3480728,1216760/3,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
638690358,TCS,3480728,1216760/3,Mutual co-channel interference,ADVNOTE,The paging transmitter authorised by this licence has been licensed on the condition that the licensee accepts any mutual interference that occurs between this and any other paging service licensed to them on the same frequency within 100km.,P0
638690451,TCS,969123,1431249/1,Limits operation to within premises for containment of interference,SPCOND,This licence limits the operation of the service to within the premises at the location specified on the licence. Use of the service outside these boundaries is not permitted.,12
638690452,TCS,969123,1431249/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638690453,TCS,969123,1431249/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638690721,TCS,651422,1931477/1,Cavity filter - transceiver/antenna,SPCOND,An efficient cavity filter must be fitted between the transceiver and the antenna.,06
638690722,TCS,651422,1931477/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638690723,TCS,651422,1931477/1,No interference / no protection,SPCOND,No interference shall be caused to any Radiocommunication station or service and no protection from interference by such stations or services shall be afforded.,27
638690805,TCS,978867,1967750/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638690806,TCS,978867,1967750/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638690919,TCS,676010,108453/1,Cavity filter - transceiver/antenna,SPCOND,An efficient cavity filter must be fitted between the transceiver and the antenna.,06
638690989,TCS,2742018,1440349/2,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638690990,TCS,2742018,1440349/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638691172,TCS,6875272,12167516/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638691173,TCS,6875272,12167516/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
638691174,TCS,6875272,12167516/1,Conditions applicable to paging system stations,ADVNOTE,Conditions applicable to the operation of Paging System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLH
638691394,TCS,896051,1943299/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638691434,TCS,1933091,10270002/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638691435,TCS,1933091,10270002/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638691497,TCS,6875247,12167491/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
638691498,TCS,6875247,12167491/1,Conditions applicable to paging system stations,ADVNOTE,Conditions applicable to the operation of Paging System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLH
638691499,TCS,6875247,12167491/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638691535,TCS,733065,1146424/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638691536,TCS,733065,1146424/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638691581,TCS,1690868,1211405/2,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
638691582,TCS,1690868,1211405/2,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
638691807,TCS,921515,1981300/1,Limits operation to within premises for containment of interference,SPCOND,This licence limits the operation of the service to within the premises at the location specified on the licence. Use of the service outside these boundaries is not permitted.,12
638691808,TCS,921515,1981300/1,No interference / no protection,SPCOND,No interference shall be caused to any Radiocommunication station or service and no protection from interference by such stations or services shall be afforded.,27
638691863,TCS,5761417,11677949/1,,SPCOND,The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.,
638691937,TCS,846560,1801846/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638691938,TCS,846560,1801846/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638691939,TCS,846560,1801846/1,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
638691940,TCS,846560,1801846/1,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
638691969,TCS,917072,1975029/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638691970,TCS,917072,1975029/1,,SPCOND,1.Licence for communication with aeronautical stations. No additional protection is afforded over that provided for by RALI LM8 and no interference to other stations is permitted.,
638692299,TCS,886789,1924832/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638692300,TCS,886789,1924832/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638692315,TCS,910515,1965900/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638692316,TCS,910515,1965900/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638692431,TCS,899208,1948463/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638692432,TCS,899208,1948463/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
638692433,TCS,899208,1948463/1,Mutual co-channel interference,ADVNOTE,The paging transmitter authorised by this licence has been licensed on the condition that the licensee accepts any mutual interference that occurs between this and any other paging service licensed to them on the same frequency within 100km.,P0
638692499,TCS,5561885,11607970/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638692500,TCS,5561885,11607970/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638692568,TCS,751653,1205084/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638692569,TCS,751653,1205084/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
638692570,TCS,751653,1205084/1,Mutual co-channel interference,ADVNOTE,The paging transmitter authorised by this licence has been licensed on the condition that the licensee accepts any mutual interference that occurs between this and any other paging service licensed to them on the same frequency within 100km.,P0
638692571,TCS,751653,1205084/1,Interim arrangements for Paging sub-type licences (exterior),ADVNOTE,For conditions of licence relating to exterior paging operation please refer to the attachment entitled Conditions Of Licence For Exterior Paging Station Licences Issued under the Radiocommunications Act 1992.,ZD19
638692673,TCS,8220420,1160387/2,,SPCOND,Carrier Frequency : 641.500 MHz,
638692852,TCS,8356383,1910402/3,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638692853,TCS,8356383,1910402/3,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638693078,TCS,893610,1938968/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638693079,TCS,893610,1938968/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638693080,TCS,893610,1938968/1,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
638693081,TCS,893610,1938968/1,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
638693086,TCS,893708,1939017/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638693087,TCS,893708,1939017/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638693088,TCS,893708,1939017/1,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
638693089,TCS,893708,1939017/1,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
638693100,TCS,925086,1986224/1,Mutual co-channel interference,ADVNOTE,The paging transmitter authorised by this licence has been licensed on the condition that the licensee accepts any mutual interference that occurs between this and any other paging service licensed to them on the same frequency within 100km.,P0
638693118,TCS,1818204,1990166/2,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
638693119,TCS,1818204,1990166/2,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
638693377,TCS,892216,1936370/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638693378,TCS,892216,1936370/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638693379,TCS,892216,1936370/1,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
638693380,TCS,892216,1936370/1,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
638693387,TCS,896497,1943728/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638693388,TCS,896497,1943728/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638693389,TCS,896497,1943728/1,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
638693390,TCS,896497,1943728/1,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
638693418,TCS,1187802,9994991/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638693568,TCS,891825,1935684/1,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
638693569,TCS,891825,1935684/1,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
638693570,TCS,891825,1935684/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638693729,TCS,730962,1144304/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638693730,TCS,730962,1144304/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638693990,TCS,644633,1187595/1,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
638693991,TCS,644633,1187595/1,Cavity filter - receiver/antenna,SPCOND,An efficient cavity filter must be fitted between the receiver and the antenna.,08
638693992,TCS,644633,1187595/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638694152,TCS,655243,1979228/1,,SPCOND,"1. ""This service is not protected from any co-sited interference and the licensee is required to manage any such interference should it occur.""",
638694157,TCS,710079,434502/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638694158,TCS,710079,434502/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638694277,TCS,7401994,1943732/2,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
638694278,TCS,7401994,1943732/2,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638694279,TCS,7401994,1943732/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638694280,TCS,7401994,1943732/2,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
638694314,TCS,639074,1151090/1,Emission standard - Frequency Modulation (FM) radio,SPCOND,The licensee must comply with the emission standard for the Australian Frequency Modulation Sound Broadcasting Service.,NE
638694315,TCS,639074,1151090/1,,ADVNOTE,The frequency specified on this licence is taken to be the actual carrier frequency,
638694316,TCS,639074,1151090/1,,SPCOND,Carrier Frequency : 88.000 MHz,
638694348,TCS,917070,1975028/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638694349,TCS,917070,1975028/1,,SPCOND,1.Licence for communication with aeronautical stations. No additional protection is afforded over that provided for by RALI LM8 and no interference to other stations is permitted.,
638695070,TCS,693487,84419/1,Frequency band under review,ADVNOTE,This frequency band is currently under review to accommodate changes in technology. This review may lead to a requirement to change frequency or to cease transmission.,BL
638695192,TCS,8789682,12914596/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638695193,TCS,8789682,12914596/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638695311,TCS,5084946,1943694/2,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638695312,TCS,5084946,1943694/2,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638695457,TCS,896331,1943645/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638695458,TCS,896331,1943645/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638695459,TCS,896331,1943645/1,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
638695460,TCS,896331,1943645/1,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
638695493,TCS,3640749,10757755/1,,SPCOND,The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.,
638695494,TCS,3640749,10757755/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638695517,TCS,4563357,11128470/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
